m;2019-07-05 12:31:27;0.2551, 0.7276, 0.1032, 0.1737, 0.0274
m;2019-07-05 12:31:28;1309.3311887999998
g;2019-07-05 12:31:32;-73.928968, 45.42925666666667
m;2019-07-05 12:31:40;0.209, 0.5654999999999999, 0.0814, 0.1246, 0.03450000000000001
m;2019-07-05 12:31:41;1411.3151351999998
g;2019-07-05 12:31:46;-73.92896283333333, 45.429246
m;2019-07-05 12:32:01;0.048299999999999996, 0.0875, 0.09279999999999998, 0.1025, 0.08579999999999997
m;2019-07-05 12:32:01;910.08531216
g;2019-07-05 12:32:06;-73.92896016666667, 45.429231333333334
m;2019-07-05 12:32:08;0.06540000000000001, 0.09839999999999997, 0.09129999999999998, 0.1041, 0.08529999999999999
m;2019-07-05 12:32:08;909.2343715199999
g;2019-07-05 12:32:13;-73.9289605, 45.42923533333333
m;2019-07-05 12:32:55;0.1719, 0.4891, 0.1457, 0.2062, 0.0708
m;2019-07-05 12:32:56;968.67988128
g;2019-07-05 12:33:00;-73.928958, 45.429253333333335
