*****0*****
m;2019-08-20 14:20:56;0.2855, 0.8058000000000002, 0.3081, 0.5545, 0.059699999999999996
u;2019-08-20 14:20:57;860.0345308799999
g;2019-08-20 14:21:00;-73.92897333333333, 45.42926583333333
*****1*****
m;2019-08-20 14:21:39;0.3074, 0.853, 0.37320000000000003, 0.7048, 0.055900000000000005
u;2019-08-20 14:21:39;733.12404048
g;2019-08-20 14:21:41;-73.9289765, 45.429255
*****2*****
m;2019-08-20 14:22:18;0.2966, 0.8148, 0.31179999999999997, 0.575, 0.058699999999999995
u;2019-08-20 14:22:18;707.2777929599999
g;2019-08-20 14:22:22;-73.92897483333333, 45.42925183333333
*****3*****
m;2019-08-20 14:22:55;0.30110000000000003, 0.8587, 0.43920000000000003, 0.8175999999999999, 0.0621
u;2019-08-20 14:22:56;716.74128432
g;2019-08-20 14:22:59;-73.92895783333333, 45.429230833333335
*****4*****
m;2019-08-20 14:23:22;0.3093, 0.8251999999999999, 0.3665, 0.6955, 0.0663
u;2019-08-20 14:23:22;655.6024886399999
g;2019-08-20 14:23:25;-73.9289445, 45.429236
*****5*****
m;2019-08-20 14:23:40;0.3228, 0.861, 0.3745, 0.7320000000000001, 0.0546
u;2019-08-20 14:23:41;694.78873488
g;2019-08-20 14:23:44;-73.92895283333333, 45.4292385
*****6*****
m;2019-08-20 14:23:56;0.279, 0.842, 0.36219999999999997, 0.6426000000000001, 0.0551
u;2019-08-20 14:23:57;902.6245396800001
g;2019-08-20 14:24:00;-73.92896083333333, 45.42925116666667
*****7*****
m;2019-08-20 14:24:25;0.31079999999999997, 0.8459, 0.3232, 0.6148, 0.0512
u;2019-08-20 14:24:25;645.5717035199999
g;2019-08-20 14:24:29;-73.92896783333333, 45.4292595
