*****0*****
m;2019-08-20 16:00:30;0.14679999999999999, 0.4774999999999999, 0.27740000000000004, 0.37289999999999995, 0.1319
u;2019-08-20 16:00:30;437.29753536
g;2019-08-20 16:00:33;-73.92881216666666, 45.42937166666667
*****1*****
m;2019-08-20 16:00:44;0.1877, 0.7021000000000001, 0.3816, 0.5584000000000001, 0.09759999999999999
u;2019-08-20 16:00:45;822.7650499199999
g;2019-08-20 16:00:47;-73.928826, 45.429383
*****2*****
m;2019-08-20 16:01:01;0.16540000000000002, 0.6184000000000001, 0.4220999999999999, 0.5897, 0.139
u;2019-08-20 16:01:01;475.7016038399999
g;2019-08-20 16:01:04;-73.92883166666667, 45.429387
*****3*****
m;2019-08-20 16:01:18;0.20829999999999999, 0.7077, 0.36619999999999997, 0.5588000000000001, 0.09569999999999998
u;2019-08-20 16:01:18;403.25131439999996
g;2019-08-20 16:01:21;-73.928792, 45.4293905
*****4*****
m;2019-08-20 16:01:33;0.2303, 0.7384000000000001, 0.39910000000000007, 0.6378999999999999, 0.09599999999999999
u;2019-08-20 16:01:34;417.76887744
g;2019-08-20 16:01:37;-73.9287905, 45.42939283333333
*****5*****
m;2019-08-20 16:02:03;0.17930000000000001, 0.5382999999999999, 0.26220000000000004, 0.3767, 0.11300000000000002
u;2019-08-20 16:02:04;472.52991599999996
g;2019-08-20 16:02:06;-73.92879183333334, 45.42938316666667
*****6*****
m;2019-08-20 16:02:14;0.2151, 0.6672, 0.32320000000000004, 0.5003, 0.09989999999999999
u;2019-08-20 16:02:15;779.2209561599999
g;2019-08-20 16:02:17;-73.9287955, 45.429378
*****7*****
m;2019-08-20 16:02:28;0.20629999999999998, 0.6960999999999998, 0.3445999999999999, 0.5239, 0.09399999999999999
u;2019-08-20 16:02:29;754.0881235199998
g;2019-08-20 16:02:31;-73.92879033333334, 45.429371833333335
