m;2019-07-05 14:01:08;0.09129999999999999, 0.16240000000000002, 0.11230000000000002, 0.13510000000000003, 0.09699999999999999
m;2019-07-05 14:01:09;879.6663331200001
g;2019-07-05 14:01:13;-73.92881433333334, 45.4293515
m;2019-07-05 14:01:22;0.059, 0.1214, 0.10500000000000001, 0.1182, 0.09229999999999998
m;2019-07-05 14:01:22;880.9126603199999
g;2019-07-05 14:01:27;-73.92881333333334, 45.429370166666665
m;2019-07-05 14:01:40;0.06459999999999999, 0.13540000000000002, 0.11580000000000001, 0.132, 0.10049999999999999
m;2019-07-05 14:01:40;889.86043008
g;2019-07-05 14:01:45;-73.92880616666666, 45.42938216666667
m;2019-07-05 14:02:00;0.0519, 0.1062, 0.1072, 0.1189, 0.09599999999999999
m;2019-07-05 14:02:01;916.2911620799999
g;2019-07-05 14:02:05;-73.92880733333334, 45.429378
m;2019-07-05 14:02:13;0.0831, 0.1431, 0.09319999999999998, 0.1103, 0.0828
m;2019-07-05 14:02:14;967.6570334399997
g;2019-07-05 14:02:19;-73.9288015, 45.4293565
m;2019-07-05 14:02:28;0.10759999999999999, 0.2819, 0.1264, 0.15699999999999997, 0.08789999999999998
m;2019-07-05 14:02:29;960.1274980800001
g;2019-07-05 14:02:33;-73.9287985, 45.429342
