*****0*****
m;2019-08-20 16:02:53;0.22010000000000002, 0.7497, 0.4295, 0.6721, 0.09619999999999998
u;2019-08-20 16:02:54;256.29644448
g;2019-08-20 16:02:57;-73.92878916666666, 45.429363
*****1*****
m;2019-08-20 16:03:08;0.24300000000000002, 0.7707999999999999, 0.501, 0.8230000000000001, 0.1065
u;2019-08-20 16:03:08;374.51702592000004
g;2019-08-20 16:03:11;-73.92879916666666, 45.4293735
*****2*****
m;2019-08-20 16:03:26;0.26509999999999995, 0.7560999999999999, 0.33970000000000006, 0.5845, 0.0812
u;2019-08-20 16:03:26;649.2419222399999
g;2019-08-20 16:03:29;-73.9288, 45.42938066666667
*****3*****
m;2019-08-20 16:03:41;0.1931, 0.6614000000000001, 0.3644, 0.5388, 0.10969999999999999
u;2019-08-20 16:03:42;1324.5535713599998
g;2019-08-20 16:03:45;-73.92880566666666, 45.429387166666665
*****4*****
m;2019-08-20 16:04:03;0.20190000000000002, 0.6258000000000001, 0.29359999999999997, 0.4422, 0.10189999999999999
u;2019-08-20 16:04:03;570.6631411199999
g;2019-08-20 16:04:06;-73.9287815, 45.42939366666667
*****5*****
m;2019-08-20 16:04:15;0.2049, 0.7238999999999999, 0.31639999999999996, 0.47940000000000005, 0.0768
u;2019-08-20 16:04:16;416.40221519999994
g;2019-08-20 16:04:19;-73.92878016666667, 45.429388833333334
*****6*****
m;2019-08-20 16:04:26;0.1945, 0.5706999999999999, 0.2805, 0.4159, 0.1137
u;2019-08-20 16:04:26;520.2943315199998
g;2019-08-20 16:04:29;-73.92877633333333, 45.4293795
*****7*****
m;2019-08-20 16:04:37;0.2083, 0.7019, 0.4415, 0.6742, 0.118
u;2019-08-20 16:04:38;350.97433487999996
g;2019-08-20 16:04:40;-73.928765, 45.429382833333335
