*****0*****
m;2019-08-20 15:42:10;0.2391, 0.8167, 0.5266, 0.8577, 0.08659999999999998
u;2019-08-20 15:42:11;652.4308008
g;2019-08-20 15:42:14;-73.92885733333334, 45.4293135
*****1*****
m;2019-08-20 15:42:42;0.30829999999999996, 0.7997000000000002, 0.37240000000000006, 0.7041999999999999, 0.0783
u;2019-08-20 15:42:43;247.16817215999998
g;2019-08-20 15:42:45;-73.9288435, 45.429301
*****2*****
m;2019-08-20 15:43:05;0.2875, 0.8080000000000002, 0.36350000000000005, 0.657, 0.06980000000000001
u;2019-08-20 15:43:06;473.2949030399999
g;2019-08-20 15:43:09;-73.92883966666666, 45.429294666666664
*****3*****
m;2019-08-20 15:43:47;0.22550000000000003, 0.7236, 0.3024, 0.4784, 0.07669999999999999
u;2019-08-20 15:43:48;1288.2983428799994
g;2019-08-20 15:43:50;-73.9288315, 45.4292785
*****4*****
m;2019-08-20 15:44:06;0.2892, 0.8451999999999998, 0.4255, 0.7716000000000001, 0.0649
u;2019-08-20 15:44:07;246.17970576
g;2019-08-20 15:44:09;-73.92880733333334, 45.429284833333334
*****5*****
m;2019-08-20 15:44:27;0.2684, 0.7914, 0.3417, 0.5925999999999999, 0.0688
u;2019-08-20 15:44:28;142.39932912
g;2019-08-20 15:44:31;-73.92880966666667, 45.429301
*****6*****
m;2019-08-20 15:45:08;0.30839999999999995, 0.8641, 0.5144, 0.9735999999999999, 0.07089999999999999
u;2019-08-20 15:45:09;150.99468912
g;2019-08-20 15:45:12;-73.92881433333334, 45.42931683333333
*****7*****
m;2019-08-20 15:45:22;0.297, 0.8671, 0.49589999999999995, 0.9148, 0.0651
u;2019-08-20 15:45:22;423.72546191999993
g;2019-08-20 15:45:25;-73.92881883333334, 45.42932366666667
