*****0*****
m;2019-08-20 14:30:56;0.2555, 0.7930000000000001, 0.3879, 0.6542000000000001, 0.07549999999999998
u;2019-08-20 14:30:57;781.49872656
g;2019-08-20 14:30:59;-73.92898033333333, 45.42930033333333
*****1*****
m;2019-08-20 14:31:20;0.2292, 0.7238, 0.38469999999999993, 0.6138999999999999, 0.09839999999999999
u;2019-08-20 14:31:21;507.5302219200001
g;2019-08-20 14:31:23;-73.928984, 45.429318
*****2*****
m;2019-08-20 14:31:42;0.28539999999999993, 0.8469, 0.4069999999999999, 0.7321000000000001, 0.0607
u;2019-08-20 14:31:43;712.6412975999999
g;2019-08-20 14:31:45;-73.92899066666666, 45.42932416666667
*****3*****
m;2019-08-20 14:31:56;0.2358, 0.7767, 0.3874000000000001, 0.6264000000000001, 0.0788
u;2019-08-20 14:31:57;457.66853856
g;2019-08-20 14:31:59;-73.928989, 45.429332333333335
*****4*****
m;2019-08-20 14:32:54;0.2481, 0.7764, 0.3707999999999999, 0.6157, 0.07749999999999999
u;2019-08-20 14:32:55;642.0046291199999
g;2019-08-20 14:32:57;-73.928976, 45.42931633333333
*****5*****
m;2019-08-20 14:33:13;0.2737, 0.7819, 0.335, 0.5875999999999999, 0.07199999999999998
u;2019-08-20 14:33:14;487.58898672
g;2019-08-20 14:33:16;-73.92898216666667, 45.429305
*****6*****
m;2019-08-20 14:33:30;0.29059999999999997, 0.8322, 0.3377, 0.6142000000000001, 0.0563
u;2019-08-20 14:33:30;389.85114816
g;2019-08-20 14:33:32;-73.9289805, 45.42929316666667
*****7*****
m;2019-08-20 14:33:51;0.29039999999999994, 0.8421, 0.3696, 0.6721, 0.05770000000000001
u;2019-08-20 14:33:51;623.8598241599999
g;2019-08-20 14:33:54;-73.928966, 45.42928933333334
