*****0*****
m;2019-07-25 16:48:42;0.2694, 0.7684000000000001, 0.284, 0.49349999999999994, 0.06459999999999999
u;2019-07-25 16:48:43;695.30445648
g;2019-07-25 16:48:45;-73.928892, 45.429317
*****1*****
m;2019-07-25 16:48:56;0.2468, 0.7285, 0.35619999999999996, 0.5896000000000001, 0.09259999999999999
u;2019-07-25 16:48:57;552.94810416
g;2019-07-25 16:48:59;-73.9288925, 45.429319666666665
*****2*****
m;2019-07-25 16:49:13;0.26730000000000004, 0.7769, 0.3556, 0.6148999999999999, 0.07699999999999999
u;2019-07-25 16:49:14;723.44566512
g;2019-07-25 16:49:16;-73.9288915, 45.42932233333333
*****3*****
m;2019-07-25 16:49:29;0.2333, 0.7407999999999999, 0.3342, 0.5376, 0.0799
u;2019-07-25 16:49:30;574.3333598399998
g;2019-07-25 16:49:32;-73.928897, 45.429329
*****4*****
m;2019-07-25 16:49:46;0.24559999999999998, 0.6963999999999999, 0.33290000000000003, 0.5494, 0.09829999999999998
u;2019-07-25 16:49:47;536.5137758399999
g;2019-07-25 16:49:49;-73.92889916666667, 45.4293355
*****5*****
m;2019-07-25 16:50:13;0.2804, 0.8134, 0.4223, 0.7512000000000001, 0.0773
u;2019-07-25 16:50:14;460.1096208
g;2019-07-25 16:50:16;-73.92888766666667, 45.42933983333333
*****6*****
m;2019-07-25 16:50:28;0.2923, 0.8292999999999999, 0.3974000000000001, 0.7257, 0.0676
u;2019-07-25 16:50:28;560.3143276799999
g;2019-07-25 16:50:30;-73.92889, 45.42933566666667
*****7*****
m;2019-07-25 16:50:46;0.2813, 0.8305, 0.40440000000000004, 0.7212000000000001, 0.06680000000000001
u;2019-07-25 16:50:47;601.23683664
g;2019-07-25 16:50:49;-73.92889216666667, 45.4293215
*****8*****
m;2019-07-25 16:51:08;0.29769999999999996, 0.8606, 0.3868, 0.7151000000000001, 0.053500000000000006
u;2019-07-25 16:51:09;582.4731657599999
g;2019-07-25 16:51:11;-73.92886933333334, 45.429313666666665
