*****0*****
m;2019-07-25 17:05:22;0.21830000000000002, 0.5749000000000001, 0.2548, 0.3968, 0.1071
u;2019-07-25 17:05:22;719.83561392
g;2019-07-25 17:05:25;-73.92884816666667, 45.42931733333333
*****1*****
m;2019-07-25 17:05:39;0.22999999999999998, 0.6472, 0.30019999999999997, 0.47939999999999994, 0.1026
u;2019-07-25 17:05:40;678.3715972799998
g;2019-07-25 17:05:42;-73.92883833333333, 45.429309833333335
*****2*****
m;2019-07-25 17:05:55;0.2573, 0.7840999999999999, 0.39330000000000004, 0.6658000000000002, 0.0804
u;2019-07-25 17:05:56;676.8588139199999
g;2019-07-25 17:05:58;-73.92883, 45.42930166666667
*****3*****
m;2019-07-25 17:06:15;0.22290000000000001, 0.6185999999999999, 0.2885, 0.4537, 0.10669999999999999
u;2019-07-25 17:06:15;733.38190128
g;2019-07-25 17:06:18;-73.92882266666666, 45.42929483333333
*****4*****
m;2019-07-25 17:06:36;0.20059999999999997, 0.5466, 0.29769999999999996, 0.44720000000000004, 0.131
u;2019-07-25 17:06:37;701.70799968
g;2019-07-25 17:06:39;-73.92881233333334, 45.429286
*****5*****
m;2019-07-25 17:06:56;0.26739999999999997, 0.7477999999999999, 0.2897, 0.5013, 0.07229999999999999
u;2019-07-25 17:06:57;629.9625297599999
g;2019-07-25 17:06:59;-73.9288085, 45.4292785
*****6*****
m;2019-07-25 17:07:23;0.29679999999999995, 0.8178999999999998, 0.3739, 0.6894, 0.06910000000000001
u;2019-07-25 17:07:24;713.3461171199999
g;2019-07-25 17:07:26;-73.92880116666667, 45.429291166666665
*****7*****
m;2019-07-25 17:07:47;0.24420000000000003, 0.6862999999999999, 0.3272, 0.5386000000000001, 0.1002
u;2019-07-25 17:07:47;1336.93088976
g;2019-07-25 17:07:49;-73.92880866666667, 45.429296666666666
*****8*****
m;2019-07-25 17:08:00;0.28609999999999997, 0.825, 0.4131, 0.7439000000000001, 0.07149999999999998
u;2019-07-25 17:08:00;642.03901056
g;2019-07-25 17:08:02;-73.92881583333333, 45.4293015
*****9*****
m;2019-07-25 17:08:17;0.24830000000000002, 0.6712999999999999, 0.3404, 0.5652, 0.11120000000000001
u;2019-07-25 17:08:18;705.7564142399999
g;2019-07-25 17:08:20;-73.92881283333334, 45.429302166666666
