*****0*****
m;2019-07-25 16:31:30;0.2266, 0.5868, 0.2577, 0.40869999999999995, 0.1065
u;2019-07-25 16:31:31;1345.50905904
g;2019-07-25 16:31:33;-73.928938, 45.4293035
*****1*****
m;2019-07-25 16:31:45;0.185, 0.4603, 0.24979999999999997, 0.3632, 0.13430000000000003
u;2019-07-25 16:31:46;668.1173327999999
g;2019-07-25 16:31:48;-73.92894116666666, 45.429313
*****2*****
m;2019-07-25 16:32:03;0.27090000000000003, 0.7387, 0.2692, 0.46930000000000005, 0.07050000000000001
u;2019-07-25 16:32:04;674.53806672
g;2019-07-25 16:32:06;-73.92894866666667, 45.429322666666664
*****3*****
m;2019-07-25 16:32:26;0.29500000000000004, 0.8306999999999999, 0.3127, 0.5745, 0.053000000000000005
u;2019-07-25 16:32:26;546.81101712
g;2019-07-25 16:32:28;-73.92895333333334, 45.4293275
*****4*****
m;2019-07-25 16:33:37;0.2671, 0.7162999999999998, 0.2928, 0.5065999999999999, 0.08359999999999998
u;2019-07-25 16:33:38;697.82289696
g;2019-07-25 16:33:40;-73.92893716666667, 45.42934566666667
*****5*****
m;2019-07-25 16:34:04;29.56340000000001, 0.7849999999999999, 0.33480000000000004, 0.6123, 0.07369999999999999
u;2019-07-25 16:34:05;654.71716656
g;2019-07-25 16:34:07;-73.92893283333333, 45.429335
*****6*****
m;2019-07-25 16:34:46;0.27070000000000005, 0.8173999999999999, 0.38800000000000007, 0.6759999999999999, 0.0679
u;2019-07-25 16:34:47;637.1310599999999
g;2019-07-25 16:34:49;-73.9289295, 45.429327666666666
*****7*****
m;2019-07-25 16:35:01;0.26370000000000005, 0.7227999999999999, 0.30169999999999997, 0.5178, 0.0834
u;2019-07-25 16:35:02;493.9237670399999
g;2019-07-25 16:35:04;-73.9289225, 45.42932166666667
*****8*****
m;2019-07-25 16:35:15;0.2792, 0.7727, 0.2874, 0.5102000000000001, 0.0653
u;2019-07-25 16:35:16;721.03036896
g;2019-07-25 16:35:18;-73.92891916666666, 45.429316666666665
