*****0*****
m;2019-08-20 14:42:58;0.207, 0.6796000000000001, 0.2931, 0.44610000000000005, 0.08489999999999999
u;2019-08-20 14:42:58;815.1065841599999
g;2019-08-20 14:43:01;-73.9289575, 45.429296
*****1*****
m;2019-08-20 14:43:16;0.22030000000000002, 0.735, 0.33110000000000006, 0.5183, 0.07909999999999999
u;2019-08-20 14:43:17;644.84109792
g;2019-08-20 14:43:19;-73.9289615, 45.42930783333333
*****2*****
m;2019-08-20 14:43:36;0.2521, 0.7009, 0.2962, 0.49640000000000006, 0.08729999999999997
u;2019-08-20 14:43:37;492.65165375999993
g;2019-08-20 14:43:39;-73.92897616666667, 45.42932533333333
*****3*****
m;2019-08-20 14:44:47;0.24169999999999997, 0.7585999999999999, 0.3527, 0.5772999999999999, 0.0793
u;2019-08-20 14:44:47;468.88548335999997
g;2019-08-20 14:44:49;-73.92893783333334, 45.429299
*****4*****
m;2019-08-20 14:45:10;0.2576, 0.738, 0.3275, 0.5547000000000001, 0.08369999999999998
u;2019-08-20 14:45:10;772.73145936
g;2019-08-20 14:45:13;-73.92893583333333, 45.429305166666666
*****5*****
m;2019-08-20 14:45:37;0.23829999999999996, 0.7293000000000001, 0.34959999999999997, 0.5684, 0.08899999999999998
u;2019-08-20 14:45:38;600.46325424
g;2019-08-20 14:45:40;-73.92893466666666, 45.42931183333334
*****6*****
m;2019-08-20 14:45:55;0.22870000000000004, 0.777, 0.3639, 0.5797, 0.0727
u;2019-08-20 14:45:55;696.6367372799999
g;2019-08-20 14:45:57;-73.92893633333334, 45.42931633333333
*****7*****
m;2019-08-20 14:46:08;0.21020000000000003, 0.6419, 0.2424, 0.37140000000000006, 0.08109999999999999
u;2019-08-20 14:46:09;547.36971552
g;2019-08-20 14:46:11;-73.9289395, 45.429327666666666
