*****0*****
m;2019-09-18 13:15:43;0.1257, 0.6458999999999999, 0.48460000000000003, 0.6240999999999999, 0.13399999999999998
u;2019-09-18 13:15:43;641.3170003199999
g;2019-09-18 13:15:46;-73.92895583333333, 45.429274
*****1*****
m;2019-09-18 13:16:01;0.09849999999999999, 0.6613, 0.6426000000000001, 0.7832000000000001, 0.1596
u;2019-09-18 13:16:02;687.44829744
g;2019-09-18 13:16:05;-73.92895183333333, 45.42926533333333
*****2*****
m;2019-09-18 13:16:24;0.1237, 0.5714, 0.3529, 0.45280000000000004, 0.12359999999999997
u;2019-09-18 13:16:25;560.27994624
g;2019-09-18 13:16:28;-73.92895216666666, 45.429252166666664
*****3*****
m;2019-09-18 13:16:39;0.09049999999999998, 0.4772, 0.3736, 0.44799999999999995, 0.1585
u;2019-09-18 13:16:40;846.95239296
g;2019-09-18 13:16:43;-73.92894766666667, 45.4292425
*****4*****
m;2019-09-18 13:17:17;0.1099, 0.5401999999999999, 0.45969999999999994, 0.5732999999999999, 0.1711
u;2019-09-18 13:17:18;539.5307471999998
g;2019-09-18 13:17:21;-73.92892716666667, 45.42925316666667
*****5*****
m;2019-09-18 13:17:34;0.1237, 0.5465, 0.5328999999999999, 0.6832, 0.2004
u;2019-09-18 13:17:35;384.6337646399999
g;2019-09-18 13:17:38;-73.92892616666667, 45.429262
*****6*****
m;2019-09-18 13:17:56;0.13810000000000003, 0.7059, 0.49060000000000004, 0.6481, 0.11180000000000001
u;2019-09-18 13:17:57;571.5054864
g;2019-09-18 13:18:00;-73.92893166666667, 45.42927133333333
*****7*****
m;2019-09-18 13:18:16;0.18719999999999998, 0.7781, 0.5226000000000001, 0.7632000000000001, 0.09519999999999998
u;2019-09-18 13:18:17;523.89578736
g;2019-09-18 13:18:20;-73.92893783333334, 45.429281833333334
